index,status_adopted,description,id
379,1,"This is Keelie, a 1 ½ year old, 60 pound Rottie mix.  Beautiful in her short tricolor coat, her long...",48554653
380,1,"Hi there, my name is Joker! I am a super cute male Staffordshire Bull Terrier mix who is about 1...",48555412
381,1,"Hi there, my name is Rosé and I’m a 3.5 year old Pit Mix with the best smile. Yes, my...",48553600
382,1,"My name is Zena. I&#039;m a 3 year old, spayed female husky mix. I came all the way from Oklahoma...",48551113
383,1,"DOG BIOGRAPHY:  Say hello to baby Belle, a Chihuahua/terrier mix who is two years old and weighs five pounds. Miss...",48554741
384,1,Hey there!  My name is Bette and I am looking for my forever home!  I have been at the shelter...,48550647
385,1,**PUPPY PICTURE FROM ORIGINAL SHELTER STAY** Meet Milo! Milo originally came to TCHS due to there being too many animals...,48552800
386,1,My name is Ebony. I&#039;m a super sweet 4 month old female lab mix. I am very shy and take...,48551538
387,1,You can fill out an adoption application online on our official website.,48552744
388,1,None,48550000
389,1,Pup: Sweet Pea Gender: Female Age: 11 weeks Weight: 11lbs  Breed: Pit mix Fee: $400 Adoption Coordinator- Taylor K. -...,48554556
390,1,Callie is at a rescue in Arkansas.  All inquiries must be directed to Gail&#039;s Pets Second Chance for a quick...,48553769
391,1,"Meet Rocket!  Found as a stray, he is around 3 months old and 17 pounds (8/1).  Rocket is doing great...",48553417
392,1,You can fill out an adoption application online on our official website.,48550954
393,1,READ ALL INFORMATION BELOW.    Lulu is a new arrival that is now vetted and ready for a new home.  She...,48552986
398,1,Ginger is a sweet and adventurous little lady!   She loves to play and explore.  She is fearless!  If you are...,48553397
399,1,"Relinquished by his owner who was homeless living in a motel, Kodiak is such a great dog, very friendly, and...",48551200
400,1,4 Precious Paws Rescue holds pet adoptions every Saturday at the Carmel PetSmart Store from 12:00pm until 3:00pm. located at...,48554002
401,1,This beautiful pup is Miles!! He is a sweet and fun loving boy Come meet him today!,48554844
402,1,Jake is a 7 month old neutered male Australian Shepherd/Terrier mix who arrived as a stray.   Jake is the life...,48550807
403,1,"Until further notice, to adhere to CDC&amp;#39;s recommended sanitation guidelines and to promote social distancing, meet &amp;amp; greets and adoptions...",48555078
404,1,You can fill out an adoption application online on our official website. Hey everybody! I am Prince Cuddlebutt and I...,48552617
406,1,None,48551257
407,1,"Litter of 8, born approx 2/27/20 and rescued from a high kill pound   Please visit www.handsheartspaws.org for an adoption application...",48554405
408,1,Meet Pepper! She is currently spending some time off-site in a foster home. They said she loves cuddling and being...,48552928
410,1,"I am 41 lbs., 1 year old, and l am looking for my forever home.  Adoption Donation: $400  All dogs...",48554864
411,1,10 month old male $250,48551109
412,1,Atlas is a one year old bulldog mix. He&#039;s super friendly and excited to be here and get his forever...,48550718
416,1,*Ollie von Olsberg is a delightful 2-3 year old German Shepherd mix. *Ollie von Olsberg is new to Westside and...,48554433
418,1,Chase has already been neutered and is looking for his forever home! The adoption fee includes age appropriate vaccinations and...,48555388
419,1,"Angel is a sweet, adorable puppy!  Her mom was found as a stray and is very sweet as well!  We...",48553525
420,1,PLEASE do not email us through the Petfinder inquiry but our direct email address. Emails through Petfinder will more than...,48550759
421,1,Looking for my forever home. Do you have any room for me?,48550098
422,1,"Meet Cole, a 4 to 5 month old Retriever mix. He presently weighs between 18 and 20 pounds and will...",48549606
424,1,Hi my name is Theon. I am about 2 years old and weigh 56 pounds.  I am a very friendly...,48555275
426,1,"Traeger #419 is a male Husky, he is 1 year old and weighs 40lbs. He came in with his best...",48553964
429,1,My name is Beethoven a 5 yr old Border Collie mix in search of his furever home.  I&#039;m told I...,48555432
431,1,Born approx 4/20/20 and rescued along with 3 sisters  Please visit www.handsheartspaws.org for an adoption application  All of our dogs...,48551164
432,1,"What a cutie pie this fella is.... Say hello to Chance,he is 6 months old and was brought to us...",48553677
433,1,"You can fill out an adoption application online on our official website.This delicious little fellow is Kumquat, an adorable 2...",48549780
434,1,"Applications now being accepted!! Lucien is a playful, friendly people loving blue staffy mix who is estimated around 7 months...",48554274
435,1,"Hi, my name is Penny! I was born 5/25/2020 so I am about 8 weeks old. I am a small...",48551076
436,1,"OLIVER IN MAINE!   If you are looking for a fun-loving and charming senior gentleman to share your life with, this...",48550688
438,1,Senior Hearts Rescue and Renewal is the only licensed senior dog rescue organization in Western Pennsylvania. We do not have...,48553661
439,1,You can fill out an adoption application online on our official website.,48550558
440,1,You can fill out an adoption application online on our official website.,48549779
441,1,None,48550108
442,1,*Ava von Ansbach is a gorgeous 2 year old German Shepherd. *Ava von Ansbach is new to Westside and we...,48554632
445,1,"Labrador / Boxer mix – Black &amp; White Male 2 years 45 pounds If interested in adopting Plankton, a link...",48553636
446,1,"Eva is an Aussie mix, approx. 5mo old and 30lb. She will be ready to travel to New England in...",48553266
447,1,"Kennel #5 Intake Date 7/15/20 - from Lorain Available Date 7/21/20, if not claimed.   Breed info is a best guess,...",48550763
448,1,"This adorable little guy is Grizzly    Grizzly weighs about 10 lbs., is 10-12 months old and is a terrier/chi mix....",48550333
449,1,"Nala is a 3 year old, female, lab-boxer mix who was surrendered because she was bitten by another dog in...",48555425
450,1,very calm walks well on leash,48551036
452,1,"Red is a 95 lb Coon Hound mix and one beautiful, sweet boy. Red&#039;s story started out pretty scary. He...",48551489
453,1,"Chiquita is 10 weeks old, 14 lbs, dewormed, has had age appropriate vaccinations.  ADOPTION PENDING indicates that an application has...",48551523
454,1,Betty is a very sweet playfull girl. She is around 10-12 weeks old and we think she is a Border...,48554721
456,1,"Birthday: 3/18/2020 Pet ID: 125858  If you have any questions about our adoptable pets, we can be reached by phone...",48550332
457,1,"Panda is a 2 year old, short haired, approx. 15 lb. Chihuahua, Beagle mix male.  He was surrendered by his...",48553267
459,1,Shepherd mix – Brown &amp; Black Male 1 year 56 pounds  Rancho Coastal Humane Society remains temporarily closed to the...,48553660
460,1,"Sweet girl, born Nov 2019  Please visit www.handsheartspaws.org for an adoption application  All of our dogs are current on vaccinations,...",48554275
461,1,"I am 60 lbs., 3 years old, and l am looking for my forever home.  Adoption Donation: $400  All dogs...",48554625
462,1,Rainbow and 6 siblings (born approx 5/26/20) were rescued from a high kill pound.  Sadly 3 of the littermates died...,48551132
463,1,Meet LouLou (spaniel/lab mix) and her 4-5 month old puppies Yoyo and Momo! We are unsure of dad but believe...,48549851
464,1,Meet Mrs. Brown!  This cute little girl is an 8 year old Pomeranian and weighs 14lbs.  She was rescued from...,48550689
467,1,Available for adoption on Friday 7/25. The adoption fee for altered animals is $460.  Please note that we do have...,48552572
468,1,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",48551020
470,1,MY STORY: Sky came to CBHS has an owner surrender.  AGE: Approx. 4 months  TRICKS &amp; COMMANDS: Sit  ABOUT SKY:...,48555433
471,1,"Meet Rico, an approximately 13-week old pit bull mix that is full of energy! He is about 19 pounds *right...",48550324
473,1,New to STAR,48552933
474,1,You can fill out an adoption application online on our official website.Things I have learned about Woody Guthrie aka &amp;#34;Gus&amp;#34;:...,48552876
476,1,"Moose #418, is a male Black Lab. He is 1 year old and weighs 74lbs. This beautiful boy was surrendered...",48553965
477,1,None,48550563
478,1,Looking for my forever home. Do you have any room for me?,48550099
480,1,Meet Emma!   Emma made her way to us after she was found abandoned in a vacant house. It is believed...,48552948
482,1,"Meet Mai   Mai is 10m old. Approx 50 lbs.  Mai loves cats , loves kids,  loves people and other dogs...",48553898
485,1,Hello my name is Nugget!  I am about 3 years old and weigh about 3 pounds. You can say I’m...,48553498
487,1,"Monkey is a lab mix who was born approximately Feb. 2020. She and her sister, Mabel, came to us from...",48554218
489,1,"Zinfandel is a playful young adult with lots of energy. She is seeking a home that can meet that need,...",48554561
490,1,Name: Spicy Suspected Breed(s): Shepherd/Hound Mix Gender: Spayed / Female Age: 8 months old Size: Medium - 20 LB  Observations...,48549703
492,1,"Henry is a 2 yrs. old, 10 lbs. little guy who has the sweetest, gentlest disposition we’ve ever seen. He...",48552724
494,1,"Birthday: 3/18/2020 Pet ID: 125844  If you have any questions about our adoptable pets, we can be reached by phone...",48550349
495,1,Jenn is almost 4 years old.  She is a black and tan coonhound.  She enjoys cuddling up at night and...,48550963
496,1,My owner turned me in because I didn&#039;t want to hunt. I have lived with other beagles and should adapt...,48555262
499,1,Walker is a 7 Month old male coonhound mix. He is currently being fostered with another dog and a cat....,48549666
500,1,AVAILABLE FOR PICK UP 7/28/2020 **** APPROVED APPLICATION AND $100.00 DEPOSIT REQUIRED TO HOLD YOUR PUPPY UNTIL PICK UP DATE****...,48552883
501,1,Hi there! My name is Kool aid man and it&#039;s nice to meet you! I am a very sweet and...,48554404
502,1,"Amber came to us from Georgia with her tail tucked between her legs, absolutely terrified of everything. Fast forward to...",48552929
503,1,"Case #15958A. Bass is a 3 1/2 month old Shepherd Mix that was at large with his mom and brother,...",48549959
504,1,You can fill out an adoption application online on our official website.Hello! My name is Rey Rojo. That means &amp;#34;King...,48552616
505,1,This dog is part of our shelter outreach program where we take dogs from overcrowded shelters in hopes of finding...,48555096
508,1,** COVID-19 UPDATES ARE AVAILABLE ON OUR WEBSITE AT https://westvalleyhumanesociety.org/COVID/ **  All dogs adopted from West Valley Humane Society are...,48552568
510,1,"Milo is a handsome, energetic, who is approximately 3 years old and loves everyone he meets (including other dogs and...",48553400
512,1,My name is Jester. I&#039;m a 3 yr old neutered male retriever mix that came all the way from Oklahoma...,48551082
513,1,You can fill out an adoption application online on our official website.FTA  The adoption fee covers the cost of the...,48550955
514,1,None,48554853
515,1,"Baby Cricket is a gorgeous baby girl looking for her forever home, she will go home weekend of August 8th",48554279
516,1,Izzy von Iserlohn is the most endearing and handsome 6-7 year old German Shepherd with a possible Corgi in his...,48554412
517,1,Ziggy is an active sweet boy!,48551240
518,1,"Adoption Fee: $125All dogs are spayed/neutered, vaccinated, and microchipped.Apply: www.duboiscountyhumane.org/apply.htmlVisit Tuesday-Friday 12-6pm and Saturday 9-12pm EST at 426 Wernsing Road...",48554941
520,1,Boxer mix – Tan &amp; White Male 7 1/2 months 20 1/2 pounds  Rancho Coastal Humane Society remains temporarily closed...,48553768
522,1,MY STORY: Ivan came to CBHS from a partnering animal rescue organization.  AGE: Approx 7 years old  TRICKS &amp; COMMANDS:...,48551493
523,1,Beagle / Basset Hound mix – White &amp; Brown Male 1 year 24 pounds  Rancho Coastal Humane Society remains temporarily...,48553504
524,1,"You can fill out an adoption application online on our official website.  Ready-made-family right here!  Meet Sulu (cream, female) and...",48552745
525,1,Looking for my forever home. Do you have any room for me?,48550095
526,1,Adoption Fee:  $50 for dogs  Where to Meet the Pet: Ivins Animal Shelter and Adoption Center 474 North 200 West...,48550996
527,1,None,48552944
528,1,"Mabel is a lab mix who was born approximately Feb. 2020. She and her sister, Monkey, came to us from...",48554039
529,1,****ADOPTIONS ARE BY APPOINTMENT ONLY WITH AN APPROVED ADOPTION APPLICATION****. homeatlasths.org PLEASE DO NOT CALL OR MESSAGE AND ASK HOW...,48554890
530,1,"Hello everybody, my name is Dexter and I am 9 years old, but I have a birthday right around the...",48551112
531,1,"If this dog is still listed, this dog is still available, for information about our adoption process, please go here,...",48554740
533,1,"Zeke is a 10 year old male Brittany Spaniel. Don&#039;t let his age fool you though, he has a lot...",48550646
535,1,"You can fill out an adoption application online on our official website.Howdy y&amp;#39;all,  The name&amp;#39;s Gracie. I came all the...",48555385
536,1,Frazier is one of nine dogs we took in from an elderly owner unable to care for them any longer....,48550754
539,1,"Check out this handsome fella, meet Silas!  **Being fostered in Oklahoma City, OK***  Good Day everyone, my name is Silas...",48550611
540,1,"Hello, my name is Emmy Lou. I was dumped out on a back road in Damon TX. I&amp;#39;m about 9...",48555413
541,1,"Thank you for your interest in one of our Hero Babies!  Before inquiring, we thought it was important to share...",48550892
543,1,"88635 1-2 YRS AVAILABLE 7/25 Services included with the $60 adoption fee: Spay or neuter, surgery related pain medications, Rabies,...",48555055
544,1,"Hi everyone, my name is Davey. I&amp;#39;m a neutered, male, long-haired chihuahua, about 10lbs and approximately 4 years old. I...",48555281
545,1,River LOVES people! She is all about getting attention and playing. She loves going for walks but more than anything...,48553640
546,1,"If your looking to add the perfect mixture of sweetness and spunk to your life, Twizzler&#039;s your guy! Twizzler is...",48555147
547,1,For more information and adoption applications (which must be completed to arrange a meeting) visit Rescued Treasures website at http://rescued-treasures.com/dog-application/....,48552682
552,1,This little cutie is Diva    Diva is a little 10 lb. chi/terrier mix who is 10-12 months old (so still...,48550122
553,1,NOTE:  The mailbox petfinder sends the &quot;Ask About&quot; email inquiries to is not as closely monitored as the email address...,48549753
554,1,"Kolbi is adorable!! Great size at 30-35 pounds, he appears to be a husky / lab &amp;#34;ish&amp;#34; mix. He is...",48549616
557,1,None,48552666
558,1,*Luna von Lorch is a stunning 12-14 month old long haired German Shepherd. *Luna von Lorch is new to Westside...,48554566
559,1,Meet ROSIE!  She was an owner surrender at a high kill pound in the Treasure Valley. The adult owner lost...,48555398
560,1,"This adorable little guy is George, a 4 1/2 month old Labrador/Pointer mix! He currently weighs 25lbs. and we believe...",48550319
564,1,Hello world! I&#039;m Layla! I am BONDED with my sweet friend Jade. We are two blue eyed beauties who loves...,48554570
565,1,"Mia is a beautiful 2 year old, 50 pound husky mix... Very sweet and super active! Loves the car, dog...",48549657
566,1,"______ DOB/AGE: 09/02/2019 WEIGHT (GROWN): 60-65 lbs   I am currently in foster care, but very much adoptable.  You will need...",48549987
570,1,** COVID-19 UPDATES ARE AVAILABLE ON OUR WEBSITE AT https://westvalleyhumanesociety.org/COVID/ **  All dogs adopted from West Valley Humane Society are...,48551119
572,1,New to STAR,48552934
573,1,"Moscato is very sweet floofy boy, around 10 weeks old, with GIANT paws. He was picked up with his sister...",48555064
574,1,"I am 27 lbs., 2 years old, and l am looking for my forever home.  Adoption Donation: $450  All dogs...",48555434
576,1,None,48553221
577,1,None,48551070
579,1,PLEASE do not email us through the Petfinder inquiry but our direct email address. Emails through Petfinder will more than...,48550948
581,1,very calm and laid back likes other dogs but does not &#039;play rough,48551066
582,1,You can fill out an adoption application online on our official website.  Tonka is a gentle giant. We believe this...,48551089
585,1,We are calling this girl Kara. She was found on Marshall on or around 7/17/2020. She is about a year...,48555160
586,1,Meet Pacey!! She came in as a stray on 7/20/20. We think she is about a year old. She is...,48552922
588,1,"Asha is such a sweet girl. Friendly, smart, social, and affectionate, this beautiful 3 year old girl is about 60...",48550335
589,1,"You can fill out an adoption application online on our official website.  Check out these two beautiful, smart and sassy...",48551524
590,1,You can fill out an adoption application online on our official website.,48549860
591,1,Norah is a lovebug!  She is an one year old baby girl that loves people!  She loves to ride on...,48554301
592,1,Adorable 5 month old Plotthound mix puppy rescued from a high kill shelter in Georgia.,48552685
593,1,"Hi, My name is Taffy and I am a 3 month old Walker hound mix. My mom was about medium...",48550207
594,1,Labs are known to be great family dogs. Their temperament makes them perfect to be around other pets and children....,48553217
595,1,"This adorable, spunky little dude is Fox!  Fox is a 7-year-old Corgi mix who was surrendered to our shelter after...",48553647
596,1,"Donna is only about 1 1/2 yrs old.  Adoption fee is 125.00 which includes spay, vaccines, and microchip www.JARMission.org 843-726-7799",48553493
597,1,"Relinquished to the shelter due to his owners poor health, Tubby was with his owner all of his life, so...",48551504
599,1,Adoption Fee: $450  Transport Fee: $160  Shep is around 2 years old. He was found and taken to the vet...,48555052
600,1,Apply at: http://caninehumane.org/adoption-application/  Meet Riddler!  He is a sweet hound mix about 8-9 lb and 9 wks so. He is...,48550179
601,1,"Emori is a five-year-old, 59-pound English Pointer mix.  She was turned in at the county shelter as a stray and...",48555394
602,1,Jack Russell Terrier / Chihuahua mix – Tri Color Male 1 1/2 years 10 ½ pounds If interested in adopting...,48553485
603,1,Kenny is one of nine dogs we took in from an elderly owner unable to care for them any longer....,48550753
604,1,"Sammi is approx. 4mo old and a pointer mix, around 35lb. She will be ready to travel to New England...",48553190
606,1,Taryn is a 5 year old Boxer mix rescued from a high kill shelter in Georgia.,48552693
608,1,None,48555290
609,1,You can fill out an adoption application online on our official website.Sweet Holly is a 10 year old 11 lb....,48549749
610,1,Carmen weighs 58 pounds.  The adoption fee for dogs is $40.00 and $30.00 for cats. A pre-adoption questionnaire and an...,48554229
611,1,You can fill out an adoption application online on our official website.,48554679
612,1,None,48551181
614,1,"Benny is a sweet, adorable puppy!  His mom was found as a stray and is very sweet as well!  We...",48553503
616,1,"Baby Julio is a gorgeous mixed baby boy looking for his forever home,  He is amazing with kids and dogs,...",48554415
617,1,"***We appreciate your interest in adopting a pug in need. Please respect our process and our time, as we are...",48555195
618,1,This handsome boy is Bubba! He is a 2 year old male Hound mix. He weighs 40 pounds. A nice...,48550378
622,1,You can fill out an adoption application online on our official website.Meet Sahara! When this girl was first rescued in...,48554911
623,1,NOTE:  The mailbox petfinder sends the &quot;Ask About&quot; email inquiries to is not as closely monitored as the email address...,48549765
624,1,** COVID-19 UPDATES ARE AVAILABLE ON OUR WEBSITE AT https://westvalleyhumanesociety.org/COVID/ **  All dogs adopted from West Valley Humane Society are...,48552579
625,1,"Are you looking for a fun, spunky, cute and cuddly little girl? Then look no further!!! My name is Arbella,...",48553407
626,1,4 Precious Paws Rescue holds pet adoptions every Saturday at the Carmel PetSmart Store from 12:00pm until 3:00pm. located at...,48553811
627,1,You can fill out an adoption application online on our official website.Blink is super sweet and mellow. She will probably...,48553542
628,1,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",48550944
629,1,Addison is a sweet 1-yr old Australian Cattle Dog mix. She&#039;s medium energy &amp; loves affection! She does exhibit some...,48552996
630,1,You can fill out an adoption application online on our official website.,48552611
631,1,READ ALL INFORMATION BELOW.    Very sweet.  Kujo came from a neglect case locally.  He is approximately 5 years of age...,48553450
633,1,My owner turned me in because I didn&#039;t want to hunt. I have lived with other beagles and should adapt...,48555212
634,1,None,48555357
635,1,"HERCULES - 1-5 years old, 50 pounds, house trained, crate trained, good with kids and dogs.  Seeing the inside of...",48550155
636,1,Applications now being accepted!! Devito is a friendly basset terrier mix who is estimated around one year old. He’s around...,48554402
637,1,"Hi! Would you like to play? My name&amp;#39;s Rylie. I&amp;#39;m a 7-lb, 13-week-old blue heeler/shepherd mix and I love to...",48555213
638,1,"Until further notice, to adhere to CDC&amp;#39;s recommended sanitation guidelines and to promote social distancing, meet &amp;amp; greets and adoptions...",48555356
639,1,You can fill out an adoption application online on our official website..,48550154
641,1,"Sweet  BECKY ACR17276 is a female, tan and white American Bulldog Boxer mix; weighing in at about 50 lbs and...",48551196
643,1,"Mac is just wonderful. Sweet, affectionate and just a big mush. Mac is 2 years old and 50 lbs and...",48554005
644,1,***Due to Covid-19 we are ONLY scheduling meetings AFTER we have received your Adoption Application.  Applications are found at therescuevets.com.***...,48550380
645,1,"Pillsbury is an eleven-year-old, 27-pound, male, Miniature Pinscher. He was recently brought in as a stray. Pillsbury is a gentle,...",48551084
649,1,"Meet Rita!  Hello, I&#039;m Rita! I&#039;m 10 years old and 15 pounds. I was surrendered with my daughter, Sasha, and...",48550683
650,1,Meet Berry! Are you looking for a running partner or someone to enjoy the outdoors with? Or a pup that...,48550729
651,1,"Eggroll was part of a playgroup with other dogs on 7/21/20. Eggroll was friendly, social, and chill.",48554101
652,1,"My name is Frankie. Let us be clear. I am a female. Somehow I got Frankie as a name, but...",48549733
653,1,None,48554678
655,1,"Meet good dog Sarge, who has spent 7 years protecting the free world from the vacuum cleaner menace, and deserves...",48550791
656,1,"You can fill out an adoption application online on our official website. Hi, I&amp;#39;m Shinx! I&amp;#39;m a puppy! I&amp;#39;m a...",48552743
658,1,"&quot;Hiya! Thanks for visiting me online! My name is Max, and I am around 9 months old and about 30...",48552554
659,1,"You can fill out an adoption application online on our official website.  Cute puppy alert! Say hello to JABBA, a...",48549748
660,1,"Hello, I&#039;m Brownie! I&#039;m a 7 year old, male, Retriever/Spaniel mix rescued from a high kill shelter in Georgia. I&#039;m...",48552692
661,1,"You can fill out an adoption application online on our official website.BONDED PAIR! Must be adopted together. Super sweet, easy...",48551051
664,1,This male Chihuahua was picked up on 07-21-20 in the 2700 Block of Thunderbird. He will be held until 07-25-20...,48554592
666,1,"I am 4 months old, and l am looking for my forever home.  Adoption Donation: $500  All dogs are microchipped,...",48554438
668,1,You can fill out an adoption application online on our official website.Playful Nala is a 2 year old 35 lb...,48550752
669,1,Forest is a sweet dog who is very friendly too. He has a good nature about him and is about...,48552903
670,1,"Hi, my name is Piper! I was born 5/25/2020 so I am about 8 weeks old. I am a small...",48550894
672,1,"Very friendly, lovable",48551505
673,1,Meet Maple ?? she is a 5 month old Labrador Retriever/Beagle mixweighing in at 27 lbs. She is sweet and...,48550601
674,1,You can fill out an adoption application online on our official website.Otis is a precious one year old terrier mix....,48555403
675,1,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",48550986
676,1,"88619 2-5 YRS AVAILABLE  - 7/28 Services included with the $60 adoption fee: Spay or neuter, surgery related pain medications,...",48550206
677,1,Opal (GS Opal) is a 3 year old female retired racing greyhound from Alabama. Opal is looking for a retired...,48550764
678,1,***Due to Covid-19 we are ONLY scheduling meetings AFTER we have received your Adoption Application.  Applications are found at therescuevets.com.***...,48550334
679,1,Jack is a pup of many talents - one of them being a crate escape artist extraordinaire! This handsome boy...,48553518
680,1,You can fill out an adoption application online on our official website.,48551525
682,1,PLEASE COMPLETELY READ THE ENTIRE DESCRIPTION   We are a foster home based rescue organization.   **Only approved adopters can meet our...,48551067
683,1,You can fill out an adoption application online on our official website.,48551088
686,1,"Juno is more than just a beautiful face, she also has a fun personality! Juno gets along well with everyone...",48555198
687,1,"The adoption fee for dogs is $50. Puppy adoption fee is $90 All our dogs and puppies are spayed/neutered, microchipped...",48555527
688,1,"Taking home a new dog can sometimes be a challenge, but it really doesn’t get much easier than Jane. She...",48555177
689,1,AMBER IS SPECIAL NEEDS. PLEASE READ.  THEN RE-READ BEFORE YOU APPLY.  Amber was turned in with her two sisters to...,48550549
690,1,"You can fill out an adoption application online on our official website.  Bernie is a 1.5 year old, 15 pound,...",48554224
693,1,"Meet Midnight, born on April 1 of this year, his year started out a bit rough.  Midnight broke with parvo,...",48553277
694,1,Lily is a young spayed female under a year old. She loves to play and go for daily walks. She...,48555209
695,1,"This jovial, silly, 55# lab mix boy is Seymour.  Seymour has been in his Kentucky foster care for a few...",48549695
696,1,You can fill out an adoption application online on our official website.VRS 8/3/20 pr  Age:  Weight:  Dog friendly:  Cat friendly:...,48553575
698,1,"pet id 45062203         Because of the COVID19 situation, the shelter is closed to the general public. If you would like...",48553826
699,1,Lucy is a wonderful happy girl. Very playful. Does well with her dog friends in puppy daycare. Would recommend a...,48550709
700,1,20-d07-018 Sable Breed: Pit Bull Terrier Mix  Size: Large Age at Intake:  2 Years Gender: Female Weight:  60 lb. 2...,48553963
701,1,"Joanne is a sweet, adorable puppy!  Her mom was found as a stray and is very sweet as well!  We...",48553488
703,1,Dexie wants to please but is just learning how. She is a very timid girl especially when approached quicker than...,48554121
705,1,"Meet Zeus the Deuce, aka &amp;#34;Zeuski&amp;#34; to his friends lol! Sweet affectionate husky, energetic and playful, loves other dogs, people,...",48549656
706,1,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",48550924
708,1,You can fill out an adoption application online on our official website.I am a sweet dog who is looking for...,48551509
709,1,"Sandy is set to be spayed on July 24, she will be available shortly after. If you&amp;#39;re interested in adopting...",48551159
714,1,PLEASE do not email us through the Petfinder inquiry but our direct email address. Emails through Petfinder will more than...,48550932
715,1,Hattie is a 4 year old Terrier mix rescued from a high kill shelter in Georgia.,48552688
716,1,Case #15958B. Perch is a 3 1/2 month old Shepherd Mix that was at large with his mom. Perch and...,48549882
717,1,"Dina is only about 1 1/2 yrs old.   Adoption fee is 125.00 which includes spay, vaccines, and microchip www.JARMission.org 843-726-7799",48553426
719,1,"Meet Omar, Omar will be a small/medium sized dog. He is a total mix of breeds: Terrier, Chi, Pug...but he...",48555321
720,1,"DORA  Female SHEP MIX BRINDLE 13 2DHPP KC 2/15/2020 NO PUPPY  Hi Cathleen, She is doing great and really starting...",48549617
721,1,Meet Nova!  Now that she is done raising her pups she is looking for a home of her own where...,48550965
